,Production Year,Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level,Egg Target,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type,Target # to Mark,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
924,2019,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Second Lk/GSVI,,17,"30,000",,,,,,Fry release number is dependent on assessment of wild component.,
925,2018,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Second Lk/GSVI,,17,30000,Parentage-based Tagging,N/A,30000,,,Fry release number is dependent on assessment of wild component.,
926,2017,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Second Lk/GSVI,,17,30000,,,,,,Fry release number is dependent on assessment of wild component.,
927,2016,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Second Lk/GSVI,,17,40000,,,,,,Fry release number is dependent on assessment of wild component.,
928,2015,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Second Lk/GSVI,,17,40000,,,,,,Fry release number is dependent on assessment of wild component.,
929,2014,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Second Lk/GSVI,,17,40000,,,,,,Fry release number is dependent on assessment of wild component.,
930,2020,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,"70,000",Release,Fed Fry,Sliammon Lk,,15,60000,Fin Clip,AD,"60,000",,,Fry release number is dependent on assessment of wild component.,
931,2020,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,-,Release,Fed Fry,Sliammon Lk,,15,0,Parentage-based Tagging,N/A,"60,000",,,,
932,2021,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,0,Release,Fed Fry,Sliammon Lk,Sliammon River H,15,60000,Fin Clip,AD,60000,,,2021: Consider portion reared to yearling smolt. Fry release number is dependent on assessment of wild component.,Planning
933,2021,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,0,Release,Fed Fry,Sliammon Lk,Sliammon River H,15,0,Parentage-based Tagging,N/A,60000,,,,Planning
934,2019,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,"70,000",Release,Fed Fry,Sliammon Lk,,15,"60,000",Fin Clip,AD,"60,000",,,Fry release number is dependent on assessment of wild component.,
935,2018,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,-,Release,Fed Fry,Sliammon Lk,,15,60000,Fin Clip,AD,60000,,,Fry release number is dependent on assessment of wild component.,
936,2018,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,70000,Release,Fed Fry,Sliammon Lk,,15,-,Parentage-based Tagging,N/A,60000,,,,
937,2017,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,70000,Release,Fed Fry,Sliammon Lk,,15,60000,Fin Clip,AD,60000,,,Fry release number is dependent on assessment of wild component.,
938,2017,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,-,Release,Fed Fry,Sliammon Lk,,15,-,Parentage-based Tagging,N/A,60000,,,,
939,2016,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,70000,Release,Fed Fry,Sliammon Lk,,15,60000,Fin Clip,AD,60000,,,Fry release number is dependent on assessment of wild component.,
940,2016,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,-,Release,Fed Fry,Sliammon Lk,,15,-,Parentage-based Tagging,N/A,60000,,,,
941,2015,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,70000,Release,Fed Fry,Sliammon Lk,,15,60000,Fin Clip,AD,60000,,,Fry release number is dependent on assessment of wild component.,
942,2014,BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Rebuilding,Primary,70000,Release,Fed Fry,Sliammon Lk,,15,60000,Fin Clip,AD,60000,,,Fry release number is dependent on assessment of wild component.,
943,2017,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,-,Release,Fed Fall,Tod Cr,,19,10000,,,,,,,
944,2016,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,-,Release,Fed Fall,Tod Cr,,19,10000,,,,,,New enhancement to rebuild with newly restored fish passage.,
945,2020,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,-,Release,Smolt 1+,Tod Cr,,19,10000,Fin Clip,AD,"10,000",,,,
946,2020,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,-,Release,Smolt 1+,Tod Cr,,19,0,Parentage-based Tagging,N/A,"10,000",,,,
947,2021,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,0,Release,Smolt 1+,Tod Cr,Goldstream River H,19,10000,Fin Clip,AD,10000,,,,Planning
948,2021,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,0,Release,Smolt 1+,Tod Cr,Goldstream River H,19,0,Parentage-based Tagging,N/A,10000,,,,Planning
949,2019,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,-,Release,Smolt 1+,Tod Cr,,19,"10,000",Fin Clip,AD,"10,000",,,,
950,2018,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,-,Release,Smolt 1+,Tod Cr,,19,10000,Fin Clip,AD,10000,,,,
951,2018,BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,Rebuilding,Primary,-,Release,Smolt 1+,Tod Cr,,19,-,Parentage-based Tagging,N/A,10000,,,,
952,2017,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27,Rebuilding,Primary,-,Release,Unfed,Waukwaas Cr,,27,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
953,2016,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27,Rebuilding,Primary,-,Release,Unfed,Waukwaas Cr,,27,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
954,2015,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27,Rebuilding,Primary,-,Release,Unfed,Waukwaas Cr,,27,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
955,2014,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27,Rebuilding,Primary,-,Release,Unfed,Waukwaas Cr,,27,30000,,,,,,Release of fry is dependent on assessment of wild component.,
956,2020,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Willimar+Forb Lks,,14,190000,Parentage-based Tagging,N/A,"190,000",,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
957,2021,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,0,Release,Fed Fry,Willimar+Forb Lks,Puntledge River H,14,95000,Fin Clip,AD,95000,,,"2021: Proposed reduction of total coho fry released to the upper watershed from 800,000 to 200,000, all clipped except BKD positive. Focus on adult transported to lake for natural production and increasing PNI.",Planning
958,2021,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,0,Release,Fed Fry,Willimar+Forb Lks,Puntledge River H,14,0,Parentage-based Tagging,N/A,190000,,,,Planning
959,2019,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Willimar+Forb Lks,,14,"190,000",,,,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
960,2018,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Willimar+Forb Lks,,14,190000,Coded Wire Tag,AD,50000,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
961,2018,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Willimar+Forb Lks,,14,-,Parentage-based Tagging,N/A,190000,,,,
962,2017,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Willimar+Forb Lks,,14,194000,Coded Wire Tag,AD,100000,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
963,2017,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Willimar+Forb Lks,,14,-,Parentage-based Tagging,N/A,194000,,,,
964,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,50000,Fin Clip,AD,"25,000",,,,
965,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,0,Parentage-based Tagging,N/A,"50,000",,,,
966,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,0,Release,Fed Fry,Brohm Lk,Tenderfoot Creek H,28,50000,Fin Clip,AD,25000,,,,Preliminary
967,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,0,Release,Fed Fry,Brohm Lk,Tenderfoot Creek H,28,0,Parentage-based Tagging,N/A,50000,,,,Preliminary
968,2019,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,"50,000",,,,,,,
969,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,50000,Parentage-based Tagging,N/A,50000,,,,
970,2017,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,50000,Parentage-based Tagging,N/A,50000,,,,
971,2016,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,50000,Parentage-based Tagging,N/A,50000,,,,
972,2015,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,50000,,,,,,,
973,2014,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Coho,Fall,Tenderfoot Cr,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Fed Fry,Brohm Lk,,28,50000,,,,,,,
974,2014,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,40000,Release,Fed Fry,Brunette R,,29C,,,,,,,2014: discontinue release of fed fry into Brunette R.,
975,2020,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,4000,Fin Clip,AD,"4,000",,,Release site includes tributaries within the Byrne Creek Watershed.,
976,2020,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,0,Parentage-based Tagging,N/A,"4,000",,,,
977,2021,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,0,Release,Smolt 1+,Byrne Cr,Bell-Irving Kanaka Cr H,29C,4000,Fin Clip,AD,4000,,,Release site includes tributaries within the Byrne Creek Watershed.,Preliminary
978,2021,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,0,Release,Smolt 1+,Byrne Cr,Bell-Irving Kanaka Cr H,29C,0,Parentage-based Tagging,N/A,4000,,,,Preliminary
979,2019,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,"4,000",Fin Clip,AD,"4,000",,,Release site includes tributaries within the Byrne Creek Watershed.,
980,2018,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,4000,Fin Clip,AD,4000,,,Release site includes tributaries within the Byrne Creek Watershed.,
981,2018,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,-,Parentage-based Tagging,N/A,4000,,,,
982,2017,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,4000,Fin Clip,AD,4000,,,Release site includes tributaries within the Byrne Creek Watershed.,
983,2017,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,-,Parentage-based Tagging,N/A,4000,,,,
984,2016,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,4000,Fin Clip,AD,4000,,,Release site includes tributaries within the Byrne Creek Watershed.,
985,2016,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,-,Parentage-based Tagging,N/A,4000,,,,
986,2015,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,4000,Fin Clip,AD,4000,,,Release site includes tributaries within the Byrne Creek Watershed.,
987,2014,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Byrne Cr,,29C,4000,,,,,,2014: Proposal to Adclip all smolt releases. Release site includes tributaries within the Byrne Creek Watershed.,
988,2015,Lower Fraser River,CDP,Seymour R,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Smolt 1+,Hurry Cr,,28,40000,Coded Wire Tag,AD,40000,,,,
989,2014,Lower Fraser River,CDP,Seymour R,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,-,Release,Smolt 1+,Hurry Cr,,28,40000,Fin Clip,AD,40000,,,Adipose clipped for Mark Selective Fishery opportunity.,
990,2020,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,"80,000",Release,Fed Fry,Kanaka Cr,,29C,40000,Parentage-based Tagging,N/A,"40,000",,,Release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr)  Supplementation to Strait of Georgia coho fishery.,
991,2021,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,80000,Release,Fed Fry,Kanaka Cr,Bell-Irving Kanaka Cr H,29C,40000,Parentage-based Tagging,N/A,40000,,,Release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr),Preliminary
992,2019,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,"80,000",Release,Fed Fry,Kanaka Cr,,29C,"40,000",,,,,,Release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr)  Supplementation to Strait of Georgia coho fishery.,
993,2018,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,80000,Release,Fed Fry,Kanaka Cr,,29C,40000,,,,,,Release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr)  Supplementation to Strait of Georgia coho fishery.,
994,2017,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,80000,Release,Fed Fry,Kanaka Cr,,29C,40000,,,,,,Release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr)  Supplementation to Strait of Georgia coho fishery.,
995,2016,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,80000,Release,Fed Fry,Kanaka Cr,,29C,40000,,,,,,2015: release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr)  Supplementation to Strait of Georgia coho fishery.,
996,2015,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,80000,Release,Fed Fry,Kanaka Cr,,29C,40000,,,,,,2015: release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr)  Supplementation to Strait of Georgia coho fishery.,
997,2014,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Fed Fry,Kanaka Cr,,29C,,,,,,,2014: Discontinue release of fed fry into Kanaka Cr.,
998,2020,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Kaymar Cr,,29C,1000,Fin Clip,AD,"1,000",,,,
999,2020,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,-,Release,Smolt 1+,Kaymar Cr,,29C,0,Parentage-based Tagging,N/A,"1,000",,,,
1000,2021,Lower Fraser River,DPI,Kanaka Cr,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C,Rebuilding,Primary,0,Release,Smolt 1+,Kaymar Cr,Bell-Irving Kanaka Cr H,29C,1000,Fin Clip,AD,1000,,,,Preliminary
